id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
Y40,1245.2252,1362.5992,1384.1207,1460.0446,,,,,,,,,,,,,,,,,,,,
Y41,2010.3883,2096.4375,2183.2646,2353.4573,,,,,,,,,,,,,,,,,,,,
Y42,2064.3064,2241.4814,2219.4026,2351.4636,,,,,,,,,,,,,,,,,,,,
Y43,7703.707,8054.0806,8431.696,9085.068,,,,,,,,,,,,,,,,,,,,
Y44,49753.61,51496.395,51811.992,55010.58,,,,,,,,,,,,,,,,,,,,
Y45,30860.984,34552.75,35921.15,36878.266,,,,,,,,,,,,,,,,,,,,
Y46,11745.915,12161.866,12525.365,13531.472,,,,,,,,,,,,,,,,,,,,
Y47,10161.046,10739.422,11165.614,12143.447,,,,,,,,,,,,,,,,,,,,
Y48,6361.8335,6555.91,6778.407,7296.561,,,,,,,,,,,,,,,,,,,,
Y49,35270.945,36628.496,37764.87,40793.742,,,,,,,,,,,,,,,,,,,,
Y50,4751260.0,5048908.5,5012606.5,5367796.0,,,,,,,,,,,,,,,,,,,,
Y51,142571.92,196164.92,186508.98,182715.31,,,,,,,,,,,,,,,,,,,,
Y52,20561.973,34754.117,37123.547,34101.098,,,,,,,,,,,,,,,,,,,,
Y53,36817.094,39778.168,40966.05,42840.777,,,,,,,,,,,,,,,,,,,,
Y54,837240.25,900058.0,993120.4,1015777.56,,,,,,,,,,,,,,,,,,,,
Y55,105560.74,114414.51,119670.945,124087.375,,,,,,,,,,,,,,,,,,,,
Y56,80842.484,89448.32,92422.57,95037.67,,,,,,,,,,,,,,,,,,,,
Y57,1103823.5,1139698.0,1161016.8,1200414.5,,,,,,,,,,,,,,,,,,,,
Y58,563377.94,599887.4,568218.6,597056.44,,,,,,,,,,,,,,,,,,,,
Y59,524479.8,550849.4,561777.5,600252.75,,,,,,,,,,,,,,,,,,,,
Y60,611019.7,638917.75,665707.4,709088.56,,,,,,,,,,,,,,,,,,,,
Y61,342593.7,354389.9,364555.7,390798.53,,,,,,,,,,,,,,,,,,,,
Y62,269667.3,285674.22,295566.8,315050.3,,,,,,,,,,,,,,,,,,,,
Y63,549129.1,576894.7,575325.56,604067.25,,,,,,,,,,,,,,,,,,,,
Y64,177815.38,188790.1,192750.02,204553.39,,,,,,,,,,,,,,,,,,,,
Y65,223205.53,236414.44,243779.94,258560.9,,,,,,,,,,,,,,,,,,,,
Y66,211241.55,220907.2,229114.69,243717.31,,,,,,,,,,,,,,,,,,,,
Y67,52669852.0,54384588.0,55884468.0,59460212.0,,,,,,,,,,,,,,,,,,,,
Y68,4347716.5,4514630.5,5102475.5,5502582.0,,,,,,,,,,,,,,,,,,,,
Y69,288749.03,314780.7,321613.56,332236.53,,,,,,,,,,,,,,,,,,,,
Y70,7956954.0,8486558.0,8654912.0,9214169.0,,,,,,,,,,,,,,,,,,,,
Y71,2666853.2,2909630.8,2937552.8,3111398.0,,,,,,,,,,,,,,,,,,,,
Y72,3397517.0,3632684.2,3553957.8,3696614.2,,,,,,,,,,,,,,,,,,,,
Y73,1.5880506,1.6686347,1.6918737,1.8533868,,,,,,,,,,,,,,,,,,,,
Y74,1.7244655,1.82405,1.8984123,2.0885925,,,,,,,,,,,,,,,,,,,,
Y75,1.6473608,1.8258725,1.8400934,1.9640957,,,,,,,,,,,,,,,,,,,,
Y76,1.7615595,1.8630985,1.9204323,2.0661013,,,,,,,,,,,,,,,,,,,,
Y77,1.1765106,1.2468742,1.3052543,1.450442,,,,,,,,,,,,,,,,,,,,
Y78,1.0674849,1.0469698,0.92587304,1.1120713,,,,,,,,,,,,,,,,,,,,
Y79,29247916.0,30050222.0,29992346.0,31974900.0,,,,,,,,,,,,,,,,,,,,
Y80,7279508.0,7692083.5,8015426.0,8409483.0,,,,,,,,,,,,,,,,,,,,
Y81,5052430.5,5251752.5,5461771.0,5797859.5,,,,,,,,,,,,,,,,,,,,
Y82,886750.56,917527.5,948515.5,997182.06,,,,,,,,,,,,,,,,,,,,
Y83,19719658.0,22099616.0,21112030.0,21926028.0,,,,,,,,,,,,,,,,,,,,
Y84,2447237.2,2574515.2,2645656.2,2782522.0,,,,,,,,,,,,,,,,,,,,
Y85,672024.25,722090.1,794210.3,838232.7,,,,,,,,,,,,,,,,,,,,
Y86,4.2444086,4.411455,4.5865493,4.8995876,,,,,,,,,,,,,,,,,,,,
Y87,0.7709539,0.7975397,0.8373509,0.9658533,,,,,,,,,,,,,,,,,,,,
Y88,0.8669181,0.9112599,1.0567993,1.1907989,,,,,,,,,,,,,,,,,,,,
Y89,0.47582737,0.5197581,0.5391482,0.6135399,,,,,,,,,,,,,,,,,,,,
Y90,0.6399283,0.70561355,0.7141162,0.7926455,,,,,,,,,,,,,,,,,,,,
Y91,0.62885815,0.6710433,0.66115105,0.75966257,,,,,,,,,,,,,,,,,,,,
Y92,4.3135686,4.7860284,4.643287,4.9276047,,,,,,,,,,,,,,,,,,,,
Y93,0.7220089,0.7734199,0.80414724,0.9069096,,,,,,,,,,,,,,,,,,,,
Y94,0.4898129,0.53965104,0.5280844,0.60788506,,,,,,,,,,,,,,,,,,,,
Y95,1.359597,1.4512907,1.5331396,1.6397098,,,,,,,,,,,,,,,,,,,,
Y96,1.6327496,1.8100741,1.8597643,1.9340274,,,,,,,,,,,,,,,,,,,,
Y97,5.0657864,5.369233,5.6428638,6.0028405,,,,,,,,,,,,,,,,,,,,
Y98,20.498518,21.577705,22.467833,23.796883,,,,,,,,,,,,,,,,,,,,
Y99,8632780.0,8977221.0,8996899.0,9420397.0,,,,,,,,,,,,,,,,,,,,
Y100,1093.4833,1149.5941,1141.1013,1181.5327,,,,,,,,,,,,,,,,,,,,
Y101,51029.35,53242.664,52805.37,55373.21,,,,,,,,,,,,,,,,,,,,
Y102,2.148366,2.2703094,2.393746,2.5577214,,,,,,,,,,,,,,,,,,,,
Y103,27217.117,28299.822,27989.695,29344.158,,,,,,,,,,,,,,,,,,,,
Y104,1410393.0,1501464.6,1509832.1,1576248.4,,,,,,,,,,,,,,,,,,,,
Y105,96.84581,97.52776,96.83636,105.11864,,,,,,,,,,,,,,,,,,,,
Y106,76633.516,79203.71,81344.03,86767.26,,,,,,,,,,,,,,,,,,,,
Y107,1715535.1,1788318.4,1797224.2,1917485.2,,,,,,,,,,,,,,,,,,,,
Y108,987.4666,1057.9772,907.4464,1043.7455,,,,,,,,,,,,,,,,,,,,
Y109,1507.7314,1760.7775,2208.567,2233.4905,,,,,,,,,,,,,,,,,,,,
Y110,551.5306,618.5227,690.331,709.30634,,,,,,,,,,,,,,,,,,,,
Y111,71.770386,76.16716,67.39138,76.03871,,,,,,,,,,,,,,,,,,,,
Y112,3559.374,3939.636,4528.836,4795.4316,,,,,,,,,,,,,,,,,,,,
Y113,369.3872,406.22144,450.93945,477.62036,,,,,,,,,,,,,,,,,,,,
Y114,578.6843,641.41833,823.3721,844.43695,,,,,,,,,,,,,,,,,,,,
Y115,233.19809,256.23654,283.5989,296.0227,,,,,,,,,,,,,,,,,,,,
Y116,29.48942,32.122433,46.662155,49.041077,,,,,,,,,,,,,,,,,,,,
Y117,1419.8823,1582.3019,1908.4827,1959.8285,,,,,,,,,,,,,,,,,,,,
Y118,250.39987,206.34128,275.3582,387.78506,,,,,,,,,,,,,,,,,,,,
Y119,448.8953,477.84833,592.1472,647.9871,,,,,,,,,,,,,,,,,,,,
Y120,165.7478,178.00339,200.65192,219.78246,,,,,,,,,,,,,,,,,,,,
Y121,9.466295,7.7476234,16.538898,21.582592,,,,,,,,,,,,,,,,,,,,
Y122,997.0237,985.32104,1248.9487,1467.3584,,,,,,,,,,,,,,,,,,,,
Y123,1557.6204,1777.4196,3324.8997,3512.8164,,,,,,,,,,,,,,,,,,,,
Y124,1021.40265,1027.1882,1642.713,1960.7301,,,,,,,,,,,,,,,,,,,,
Y125,646.4563,703.3989,915.9193,991.0982,,,,,,,,,,,,,,,,,,,,
Y126,190.49275,186.71799,241.1719,299.2752,,,,,,,,,,,,,,,,,,,,
Y127,3770.8657,4072.4116,6718.259,7335.2363,,,,,,,,,,,,,,,,,,,,
Y128,358.41577,380.73944,523.2216,576.7555,,,,,,,,,,,,,,,,,,,,
Y129,294.94092,310.52173,409.68927,445.45554,,,,,,,,,,,,,,,,,,,,
Y130,151.6215,164.51355,198.182,211.62871,,,,,,,,,,,,,,,,,,,,
Y131,45.117966,47.753155,58.521084,65.06088,,,,,,,,,,,,,,,,,,,,
Y132,1021.87463,1084.9686,1379.8147,1497.9622,,,,,,,,,,,,,,,,,,,,
Y133,419.9643,488.661,820.7483,873.00726,,,,,,,,,,,,,,,,,,,,
Y134,204.69409,210.96913,298.4922,339.41904,,,,,,,,,,,,,,,,,,,,
Y135,176.37866,180.66689,210.12012,229.59853,,,,,,,,,,,,,,,,,,,,
Y136,46.350883,45.115234,48.97294,56.07837,,,,,,,,,,,,,,,,,,,,
Y137,952.0579,1031.9792,1507.87,1634.4637,,,,,,,,,,,,,,,,,,,,
Y138,407.5797,460.51483,583.63245,606.20355,,,,,,,,,,,,,,,,,,,,
Y139,380.74426,425.27472,523.774,559.95435,,,,,,,,,,,,,,,,,,,,
Y140,208.75922,236.03813,278.69244,288.50735,,,,,,,,,,,,,,,,,,,,
Y141,33.368324,31.887487,27.77475,34.865032,,,,,,,,,,,,,,,,,,,,
Y142,1173.3905,1312.6235,1603.2234,1678.2341,,,,,,,,,,,,,,,,,,,,
Y143,-127.33887,810.9043,2987.7554,2532.79,,,,,,,,,,,,,,,,,,,,
Y144,-12.921875,245.2951,779.7393,680.32166,,,,,,,,,,,,,,,,,,,,
Y145,109.38489,272.30093,617.7715,562.72766,,,,,,,,,,,,,,,,,,,,
Y146,-7.8968506,10.347832,66.962585,58.895924,,,,,,,,,,,,,,,,,,,,
Y147,123.72534,1573.3584,4823.7,4192.5986,,,,,,,,,,,,,,,,,,,,
Y148,16430.068,17038.805,16794.56,17633.678,,,,,,,,,,,,,,,,,,,,
Y149,3758.5957,3853.3357,4100.4004,4354.2954,,,,,,,,,,,,,,,,,,,,
Y150,3998.742,4104.673,4074.288,4237.615,,,,,,,,,,,,,,,,,,,,
Y151,866.1722,887.597,805.37866,865.8587,,,,,,,,,,,,,,,,,,,,
Y152,27947.854,28447.055,29152.053,31020.006,,,,,,,,,,,,,,,,,,,,
Y153,90.11093,109.32539,238.65346,245.09119,,,,,,,,,,,,,,,,,,,,
Y154,179.03653,200.37143,345.1324,376.81586,,,,,,,,,,,,,,,,,,,,
Y155,58.63362,71.39133,109.07037,113.31758,,,,,,,,,,,,,,,,,,,,
Y156,12.510954,15.016402,27.70003,28.002962,,,,,,,,,,,,,,,,,,,,
Y157,339.31958,405.27325,807.89703,840.24316,,,,,,,,,,,,,,,,,,,,
Y158,804845.94,874553.8,904388.3,946859.75,,,,,,,,,,,,,,,,,,,,
Y159,723506.7,769750.06,851663.25,906846.6,,,,,,,,,,,,,,,,,,,,
Y160,152999.02,160864.67,169050.56,180987.3,,,,,,,,,,,,,,,,,,,,
Y161,291763.47,307236.16,322814.22,343083.12,,,,,,,,,,,,,,,,,,,,
Y162,163617.44,172913.17,177731.1,187659.1,,,,,,,,,,,,,,,,,,,,
Y163,80564.484,83584.92,94309.17,104045.13,,,,,,,,,,,,,,,,,,,,
Y164,75622.04,85833.98,96799.29,102771.53,,,,,,,,,,,,,,,,,,,,
Y165,82815.914,85253.99,91792.54,99643.59,,,,,,,,,,,,,,,,,,,,
Y166,196367.84,198344.7,203565.36,226218.2,,,,,,,,,,,,,,,,,,,,
Y167,188819.34,195130.3,196034.31,208457.42,,,,,,,,,,,,,,,,,,,,
Y168,119354.12,128008.23,132016.44,138846.88,,,,,,,,,,,,,,,,,,,,
Y169,446366.28,488239.22,494409.2,514695.84,,,,,,,,,,,,,,,,,,,,
Y170,92557.14,99261.27,100304.51,105218.85,,,,,,,,,,,,,,,,,,,,
Y171,655934.8,689963.3,720854.7,765471.94,,,,,,,,,,,,,,,,,,,,
Y172,136570.2,145316.7,155209.36,164475.67,,,,,,,,,,,,,,,,,,,,
Y173,399497.1,436108.75,456878.53,477617.47,,,,,,,,,,,,,,,,,,,,
Y174,272643.84,297250.6,308219.75,321909.12,,,,,,,,,,,,,,,,,,,,
Y175,4947163.0,5259320.0,5533198.5,5860158.0,,,,,,,,,,,,,,,,,,,,
Y176,329834.8,364029.8,372076.44,389268.34,,,,,,,,,,,,,,,,,,,,
Y177,487470.12,531201.2,619303.8,654800.44,,,,,,,,,,,,,,,,,,,,
Y178,64836.383,69259.766,73991.96,79394.58,,,,,,,,,,,,,,,,,,,,
Y179,143500.55,154639.03,166073.56,176477.45,,,,,,,,,,,,,,,,,,,,
Y180,88670.62,93877.305,96766.72,102636.65,,,,,,,,,,,,,,,,,,,,
Y181,24686.918,25176.8,36765.773,42411.68,,,,,,,,,,,,,,,,,,,,
Y182,37047.43,45126.6,56331.32,59462.758,,,,,,,,,,,,,,,,,,,,
Y183,33635.03,34619.062,41490.94,45712.723,,,,,,,,,,,,,,,,,,,,
Y184,117483.0,116070.3,123097.55,141113.69,,,,,,,,,,,,,,,,,,,,
Y185,76675.81,78398.58,77604.78,82545.055,,,,,,,,,,,,,,,,,,,,
Y186,33667.46,36518.035,37347.227,39275.92,,,,,,,,,,,,,,,,,,,,
Y187,180460.56,202157.14,199134.16,205527.44,,,,,,,,,,,,,,,,,,,,
Y188,42336.293,45945.234,46171.84,48024.652,,,,,,,,,,,,,,,,,,,,
Y189,312827.72,332876.12,350225.97,371291.9,,,,,,,,,,,,,,,,,,,,
Y190,85539.07,91764.32,101018.58,106949.3,,,,,,,,,,,,,,,,,,,,
Y191,195236.36,214087.1,226572.19,238244.23,,,,,,,,,,,,,,,,,,,,
Y192,104537.99,114088.65,118330.78,124417.46,,,,,,,,,,,,,,,,,,,,
Y193,2417937.0,2574869.8,2759653.0,2942718.8,,,,,,,,,,,,,,,,,,,,
Y194,191072.53,210405.17,219575.27,230431.44,,,,,,,,,,,,,,,,,,,,
Y195,28164.014,28709.426,29666.404,32258.93,,,,,,,,,,,,,,,,,,,,
Y196,30064.91,31385.545,33337.92,36004.207,,,,,,,,,,,,,,,,,,,,
Y197,33619.79,35554.395,36764.797,38936.73,,,,,,,,,,,,,,,,,,,,
Y198,26403.295,28394.543,29264.379,30817.943,,,,,,,,,,,,,,,,,,,,
Y199,12635.587,13699.131,13826.134,14651.175,,,,,,,,,,,,,,,,,,,,
Y200,8172.9165,9024.196,10455.347,10847.656,,,,,,,,,,,,,,,,,,,,
Y201,9377.071,9752.121,10188.196,10994.727,,,,,,,,,,,,,,,,,,,,
Y202,17494.256,18492.04,18984.695,20297.203,,,,,,,,,,,,,,,,,,,,
Y203,20612.611,21389.162,21574.135,23148.168,,,,,,,,,,,,,,,,,,,,
Y204,22039.232,24551.69,25319.365,26554.336,,,,,,,,,,,,,,,,,,,,
Y205,76255.33,82699.31,84916.74,89587.06,,,,,,,,,,,,,,,,,,,,
Y206,24070.027,25528.914,26199.965,27775.516,,,,,,,,,,,,,,,,,,,,
Y207,205818.33,217991.22,229637.03,243017.78,,,,,,,,,,,,,,,,,,,,
Y208,15369.498,16988.668,17713.875,18371.89,,,,,,,,,,,,,,,,,,,,
Y209,75193.016,82512.66,84606.16,88293.555,,,,,,,,,,,,,,,,,,,,
Y210,58498.324,64406.965,67065.67,69713.09,,,,,,,,,,,,,,,,,,,,
Y211,854826.44,922942.0,966550.6,1015804.2,,,,,,,,,,,,,,,,,,,,
Y212,154611.77,163830.14,170578.17,180430.33,,,,,,,,,,,,,,,,,,,,
Y213,37835.395,40143.88,40986.445,43358.863,,,,,,,,,,,,,,,,,,,,
Y214,16961.893,18485.504,18901.46,19812.611,,,,,,,,,,,,,,,,,,,,
Y215,32689.885,35317.973,36488.914,38339.95,,,,,,,,,,,,,,,,,,,,
Y216,14682.553,15430.262,15902.583,16904.67,,,,,,,,,,,,,,,,,,,,
Y217,8456.613,8764.6,9358.801,10413.997,,,,,,,,,,,,,,,,,,,,
Y218,4200.9707,4550.1494,4589.1763,5186.9985,,,,,,,,,,,,,,,,,,,,
Y219,10113.675,10438.379,11052.0625,11942.641,,,,,,,,,,,,,,,,,,,,
Y220,11532.348,12657.61,13187.825,13974.081,,,,,,,,,,,,,,,,,,,,
Y221,43317.867,45533.094,46410.19,48853.793,,,,,,,,,,,,,,,,,,,,
Y222,18305.164,19990.418,20449.473,21301.4,,,,,,,,,,,,,,,,,,,,
Y223,87145.7,94644.16,94688.984,99107.375,,,,,,,,,,,,,,,,,,,,
Y224,10285.955,11265.75,11408.526,11818.191,,,,,,,,,,,,,,,,,,,,
Y225,44541.78,48368.785,48708.676,50457.125,,,,,,,,,,,,,,,,,,,,
Y226,11003.203,12226.069,12257.761,12622.646,,,,,,,,,,,,,,,,,,,,
Y227,42470.44,48291.61,49033.574,49616.383,,,,,,,,,,,,,,,,,,,,
Y228,34426.785,37877.45,39129.715,40454.402,,,,,,,,,,,,,,,,,,,,
Y229,581323.75,628138.0,645604.3,674371.8,,,,,,,,,,,,,,,,,,,,
Y230,133869.08,140533.03,136768.75,141338.72,,,,,,,,,,,,,,,,,,,,
Y231,155311.48,155869.4,150348.6,160397.45,,,,,,,,,,,,,,,,,,,,
Y232,38718.22,40234.527,40566.48,42610.066,,,,,,,,,,,,,,,,,,,,
Y233,74324.766,75061.734,73353.62,77444.69,,,,,,,,,,,,,,,,,,,,
Y234,33509.906,34512.24,34204.01,36084.867,,,,,,,,,,,,,,,,,,,,
Y235,33968.746,35951.816,36369.188,38190.164,,,,,,,,,,,,,,,,,,,,
Y236,27216.615,28702.459,28874.996,30676.553,,,,,,,,,,,,,,,,,,,,
Y237,27330.12,28136.434,28350.08,30124.611,,,,,,,,,,,,,,,,,,,,
Y238,47022.254,48633.547,48505.434,51314.566,,,,,,,,,,,,,,,,,,,,
Y239,48730.375,50949.33,51143.164,54015.926,,,,,,,,,,,,,,,,,,,,
Y240,43837.383,45397.51,45993.39,48699.953,,,,,,,,,,,,,,,,,,,,
Y241,98915.06,105085.86,104007.55,107149.94,,,,,,,,,,,,,,,,,,,,
Y242,15943.057,16702.139,16174.355,16804.363,,,,,,,,,,,,,,,,,,,,
Y243,94153.68,96205.73,94521.74,99349.48,,,,,,,,,,,,,,,,,,,,
Y244,22929.312,23673.994,23596.908,24829.727,,,,,,,,,,,,,,,,,,,,
Y245,87173.29,91764.96,92659.72,97089.25,,,,,,,,,,,,,,,,,,,,
Y246,75065.09,80008.26,81522.68,85951.23,,,,,,,,,,,,,,,,,,,,
Y247,1047889.44,1084506.4,1080180.6,1135225.8,,,,,,,,,,,,,,,,,,,,
Y248,7497.645,8475.599,9355.518,9796.304,,,,,,,,,,,,,,,,,,,,
Y249,143431.55,146980.88,147036.58,157321.7,,,,,,,,,,,,,,,,,,,,
Y250,3979.554,4350.741,4276.5063,4523.1865,,,,,,,,,,,,,,,,,,,,
Y251,17974.986,19520.988,21104.69,22122.207,,,,,,,,,,,,,,,,,,,,
Y252,612057.9,637099.3,660386.9,699986.8,,,,,,,,,,,,,,,,,,,,
Y253,29148.93,30965.59,32226.98,33921.844,,,,,,,,,,,,,,,,,,,,
Y254,34795.81,36191.34,36170.71,39851.656,,,,,,,,,,,,,,,,,,,,
Y255,8128.606,8581.985,8830.726,9406.366,,,,,,,,,,,,,,,,,,,,
Y256,4535.924,4798.966,5097.52,5487.316,,,,,,,,,,,,,,,,,,,,
Y257,30836.418,33168.098,35135.77,36930.902,,,,,,,,,,,,,,,,,,,,
Y258,10617.039,10933.227,10856.997,11739.08,,,,,,,,,,,,,,,,,,,,
Y259,903613.94,942185.06,982917.94,1041268.7,,,,,,,,,,,,,,,,,,,,
Y260,10579.729,11155.967,11722.196,12568.027,,,,,,,,,,,,,,,,,,,,
Y261,53059.926,55979.45,58337.18,61053.996,,,,,,,,,,,,,,,,,,,,
Y262,46823.37,49162.72,52003.85,55064.332,,,,,,,,,,,,,,,,,,,,
Y263,26082.066,27974.781,28934.35,30252.553,,,,,,,,,,,,,,,,,,,,
Y264,16960.89,17957.217,18150.588,19527.496,,,,,,,,,,,,,,,,,,,,
Y265,9365.254,9818.664,9868.374,10387.046,,,,,,,,,,,,,,,,,,,,
Y266,13970.854,14745.397,15384.92,16266.747,,,,,,,,,,,,,,,,,,,,
Y267,330633.72,353184.84,365806.2,384090.62,,,,,,,,,,,,,,,,,,,,
Y268,15349.187,15921.78,16283.22,17400.25,,,,,,,,,,,,,,,,,,,,
Y269,522048.4,557202.4,582342.0,609520.9,,,,,,,,,,,,,,,,,,,,
Y270,11996.718,12542.531,12100.449,12691.06,,,,,,,,,,,,,,,,,,,,
Y271,38499.094,41899.18,43518.99,45169.258,,,,,,,,,,,,,,,,,,,,
Y272,77172.85,81792.26,84614.33,88576.56,,,,,,,,,,,,,,,,,,,,
Y273,8675.9375,9042.194,9613.096,10250.178,,,,,,,,,,,,,,,,,,,,
Y274,6830.5225,7557.112,7573.503,7839.316,,,,,,,,,,,,,,,,,,,,
Y275,19384.578,20280.229,20729.982,21869.363,,,,,,,,,,,,,,,,,,,,
Y276,40970.383,44522.727,46404.27,48039.777,,,,,,,,,,,,,,,,,,,,
Y277,201149.92,214625.2,223352.89,233218.9,,,,,,,,,,,,,,,,,,,,
Y278,9862.973,10841.711,11424.478,11833.98,,,,,,,,,,,,,,,,,,,,
Y279,5393.5386,5706.4,5862.8794,6471.93,,,,,,,,,,,,,,,,,,,,
Y280,21737.176,23180.588,23918.494,25076.877,,,,,,,,,,,,,,,,,,,,
Y281,19128.938,20053.494,20246.416,21224.352,,,,,,,,,,,,,,,,,,,,
Y282,10537.87,11010.304,10765.344,11259.036,,,,,,,,,,,,,,,,,,,,
Y283,17848.766,18512.316,19059.367,20315.57,,,,,,,,,,,,,,,,,,,,
Y284,84926.63,90115.67,93359.14,97732.875,,,,,,,,,,,,,,,,,,,,
Y285,6779.307,7198.325,7633.625,7908.5156,,,,,,,,,,,,,,,,,,,,
Y286,247782.11,273850.25,274528.03,282370.2,,,,,,,,,,,,,,,,,,,,
Y287,112134.695,121486.53,127796.58,133686.19,,,,,,,,,,,,,,,,,,,,
Y288,62720.42,66742.93,68562.13,72090.99,,,,,,,,,,,,,,,,,,,,
Y289,154041.66,162546.39,172223.4,182780.1,,,,,,,,,,,,,,,,,,,,
Y290,177330.94,183463.55,187416.19,199424.9,,,,,,,,,,,,,,,,,,,,
Y291,79712.48,81650.18,80034.56,84861.375,,,,,,,,,,,,,,,,,,,,
Y292,9008.075,9372.13,9298.255,9847.006,,,,,,,,,,,,,,,,,,,,
Y293,874937.75,925567.25,965293.6,1015203.56,,,,,,,,,,,,,,,,,,,,
Y294,141465.4,144835.83,139648.72,147464.44,,,,,,,,,,,,,,,,,,,,
Y295,143384.02,149016.28,158570.6,172363.3,,,,,,,,,,,,,,,,,,,,
Y296,74981.234,79079.91,82950.836,87432.52,,,,,,,,,,,,,,,,,,,,
Y297,24658.941,25888.766,26499.064,27809.49,,,,,,,,,,,,,,,,,,,,
Y298,38277.24,40456.4,41991.254,44012.45,,,,,,,,,,,,,,,,,,,,
Y299,1770.9958,1874.0181,1850.8152,1961.585,,,,,,,,,,,,,,,,,,,,
Y300,427007.62,447231.1,461067.56,486023.8,,,,,,,,,,,,,,,,,,,,
Y301,45901.67,47858.2,48018.383,51142.684,,,,,,,,,,,,,,,,,,,,
Y302,3847.5195,4310.2104,4377.2334,4649.8086,,,,,,,,,,,,,,,,,,,,
Y303,5075.966,5435.374,5630.092,5934.3984,,,,,,,,,,,,,,,,,,,,
Y304,18588.982,19370.475,19949.453,20995.994,,,,,,,,,,,,,,,,,,,,
Y305,8340.401,9004.009,9064.331,9531.491,,,,,,,,,,,,,,,,,,,,
Y306,81498.375,85858.59,87604.086,92659.85,,,,,,,,,,,,,,,,,,,,
Y307,5003.2876,5503.881,5803.999,6118.2686,,,,,,,,,,,,,,,,,,,,
Y308,5654.1255,5861.1265,5820.6113,6120.5044,,,,,,,,,,,,,,,,,,,,
